ForecastId,ConfirmedCases,Fatalities
3134,353.0,3.0
3135,353.0,3.0
3136,353.0,3.0
3137,353.0,3.0
3138,353.0,3.0
3139,353.0,3.0
3140,133.0,0.0
3141,133.0,0.0
3142,133.0,0.0
3143,133.0,0.0
3144,133.0,0.0
3145,133.0,0.0
3146,133.0,0.0
3147,133.0,0.0
3148,134.0,0.0
3149,134.0,0.0
3150,134.0,0.0
3151,135.0,0.0
3152,135.0,0.0
3153,135.0,0.0
3154,136.0,0.0
3155,136.0,0.0
3156,136.0,0.0
3157,136.0,0.0
3158,137.0,0.0
3159,137.0,0.0
3160,137.0,0.0
3161,137.0,0.0
3162,137.0,0.0
3163,137.0,0.0
3164,138.0,0.0
3165,138.0,0.0
3166,138.0,0.0
3167,138.0,0.0
3168,138.0,0.0
3169,138.0,0.0
3170,138.0,0.0
3171,138.0,0.0
3172,138.0,0.0
3173,138.0,0.0
3174,138.0,0.0
3175,138.0,0.0
3176,138.0,0.0
3177,139.0,0.0
3178,139.0,0.0
3179,139.0,0.0
3180,139.0,0.0
3181,139.0,0.0
3182,139.0,0.0
3183,539.0,3.0
3184,539.0,3.0
3185,539.0,3.0
3186,539.0,3.0
3187,539.0,3.0
3188,540.0,3.0
3189,540.0,3.0
3190,540.0,3.0
3191,541.0,3.0
3192,542.0,3.0
3193,542.0,3.0
3194,543.0,3.0
3195,544.0,3.0
3196,544.0,3.0
3197,545.0,3.0
3198,546.0,3.0
3199,546.0,3.0
3200,547.0,3.0
3201,547.0,3.0
3202,548.0,3.0
3203,548.0,3.0
3204,549.0,3.0
3205,549.0,3.0
3206,550.0,3.0
3207,550.0,3.0
3208,550.0,3.0
3209,550.0,3.0
3210,551.0,3.0
3211,551.0,3.0
3212,551.0,3.0
3213,551.0,3.0
3214,552.0,3.0
3215,552.0,3.0
3216,552.0,3.0
3217,552.0,3.0
3218,552.0,3.0
3219,552.0,3.0
3220,552.0,3.0
3221,553.0,3.0
3222,553.0,3.0
3223,553.0,3.0
3224,553.0,3.0
3225,553.0,3.0
3226,136.0,3.0
3227,136.0,3.0
3228,136.0,3.0
3229,136.0,3.0
3230,136.0,3.0
3231,136.0,3.0
3232,136.0,3.0
3233,136.0,3.0
3234,137.0,3.0
3235,137.0,3.0
3236,137.0,3.0
3237,138.0,3.0
3238,138.0,3.0
3239,139.0,3.0
3240,139.0,3.0
3241,140.0,3.0
3242,140.0,3.0
3243,140.0,3.0
3244,141.0,3.0
3245,141.0,3.0
3246,141.0,3.0
3247,142.0,3.0
3248,142.0,3.0
3249,142.0,3.0
3250,142.0,3.0
3251,143.0,3.0
3252,143.0,3.0
3253,143.0,3.0
3254,143.0,3.0
3255,143.0,3.0
3256,144.0,3.0
3257,144.0,3.0
3258,144.0,3.0
3259,144.0,3.0
3260,144.0,3.0
3261,144.0,3.0
3262,144.0,3.0
3263,144.0,3.0
3264,145.0,3.0
3265,145.0,3.0
3266,145.0,3.0
3267,145.0,3.0
3268,145.0,3.0
3269,1.0,0.0
3270,1.0,0.0
3271,1.0,0.0
3272,1.0,0.0
3273,1.0,0.0
3274,1.0,0.0
3275,1.0,0.0
3276,1.0,0.0
3277,1.0,0.0
3278,1.0,0.0
3279,1.0,0.0
3280,1.0,0.0
3281,1.0,0.0
3282,1.0,0.0
3283,1.0,0.0
3284,1.0,0.0
3285,1.0,0.0
3286,1.0,0.0
3287,1.0,0.0
3288,1.0,0.0
3289,1.0,0.0
3290,1.0,0.0
3291,1.0,0.0
3292,1.0,0.0
3293,1.0,0.0
3294,1.0,0.0
3295,1.0,0.0
3296,1.0,0.0
3297,1.0,0.0
3298,1.0,0.0
3299,1.0,0.0
3300,1.0,0.0
3301,1.0,0.0
3302,1.0,0.0
3303,1.0,0.0
3304,1.0,0.0
3305,1.0,0.0
3306,1.0,0.0
3307,1.0,0.0
3308,1.0,0.0
3309,1.0,0.0
3310,1.0,0.0
3311,1.0,0.0
3312,76.0,3.0
3313,76.0,3.0
3314,76.0,3.0
3315,76.0,3.0
3316,76.0,3.0
3317,76.0,3.0
3318,76.0,3.0
3319,76.0,3.0
3320,76.0,3.0
3321,76.0,3.0
3322,76.0,3.0
3323,76.0,3.0
3324,76.0,3.0
3325,76.0,3.0
3326,76.0,3.0
3327,76.0,3.0
3328,76.0,3.0
3329,76.0,3.0
3330,77.0,3.0
3331,77.0,3.0
3332,77.0,3.0
3333,77.0,3.0
3334,77.0,3.0
3335,77.0,4.0
3336,77.0,4.0
3337,77.0,4.0
3338,77.0,4.0
3339,77.0,4.0
3340,77.0,4.0
3341,77.0,4.0
3342,77.0,4.0
3343,77.0,4.0
3344,77.0,4.0
3345,77.0,4.0
3346,77.0,4.0
3347,77.0,4.0
3348,77.0,4.0
3349,77.0,4.0
3350,77.0,4.0
3351,77.0,4.0
3352,77.0,4.0
3353,77.0,4.0
3354,77.0,4.0
3355,174.0,2.0
3356,174.0,2.0
3357,174.0,2.0
3358,174.0,2.0
3359,176.0,2.0
3360,176.0,2.0
3361,176.0,2.0
3362,176.0,2.0
3363,176.0,2.0
3364,176.0,2.0
3365,176.0,2.0
3366,176.0,2.0
3367,177.0,2.0
3368,177.0,2.0
3369,177.0,2.0
3370,177.0,2.0
3371,177.0,2.0
3372,177.0,2.0
3373,177.0,2.0
3374,177.0,2.0
3375,177.0,2.0
3376,177.0,2.0
3377,177.0,2.0
3378,177.0,2.0
3379,177.0,2.0
3380,177.0,2.0
3381,177.0,2.0
3382,177.0,2.0
3383,177.0,2.0
3384,177.0,2.0
3385,177.0,2.0
3386,177.0,2.0
3387,177.0,2.0
3388,177.0,2.0
3389,177.0,2.0
3390,177.0,2.0
3391,177.0,2.0
3392,178.0,2.0
3393,178.0,2.0
3394,178.0,2.0
3395,178.0,2.0
3396,178.0,2.0
3397,178.0,2.0
3398,1215.0,1.0
3399,1215.0,1.0
3400,1227.0,1.0
3401,1231.0,1.0
3402,1231.0,1.0
3403,1232.0,1.0
3404,1232.0,1.0
3405,1232.0,1.0
3406,1233.0,1.0
3407,1233.0,1.0
3408,1234.0,1.0
3409,1235.0,1.0
3410,1236.0,1.0
3411,1236.0,1.0
3412,1237.0,1.0
3413,1238.0,1.0
3414,1238.0,1.0
3415,1239.0,1.0
3416,1239.0,1.0
3417,1240.0,1.0
3418,1240.0,1.0
3419,1240.0,1.0
3420,1241.0,1.0
3421,1241.0,1.0
3422,1241.0,1.0
3423,1241.0,1.0
3424,1242.0,1.0
3425,1242.0,1.0
3426,1242.0,1.0
3427,1242.0,1.0
3428,1242.0,1.0
3429,1242.0,1.0
3430,1242.0,1.0
3431,1242.0,1.0
3432,1243.0,1.0
3433,1243.0,1.0
3434,1243.0,1.0
3435,1243.0,1.0
3436,1243.0,1.0
3437,1243.0,1.0
3438,1243.0,1.0
3439,1243.0,1.0
3440,1243.0,1.0
3441,9.0,0.0
3442,13.0,0.0
3443,22.0,0.0
3444,34.0,0.0
3445,54.0,0.0
3446,65.0,0.0
3447,93.0,0.0
3448,129.0,0.0
3449,178.0,0.0
3450,246.0,12.0
3451,341.0,17.0
3452,471.0,24.0
3453,652.0,33.0
3454,901.0,45.0
3455,1245.0,62.0
3456,1721.0,86.0
3457,2379.0,119.0
3458,3288.0,164.0
3459,4545.0,227.0
3460,6282.0,314.0
3461,8682.0,434.0
3462,12000.0,600.0
3463,16585.0,829.0
3464,22923.0,1146.0
3465,31683.0,1584.0
3466,43790.0,2189.0
3467,60523.0,3026.0
3468,77471.0,3874.0
3469,94635.0,4732.0
3470,112014.0,5601.0
3471,129610.0,6480.0
3472,147421.0,7371.0
3473,165447.0,8272.0
3474,183689.0,9184.0
3475,202147.0,10107.0
3476,220820.0,11041.0
3477,239708.0,11985.0
3478,258812.0,12941.0
3479,278132.0,13907.0
3480,297666.0,14883.0
3481,317417.0,15871.0
3482,337382.0,16869.0
3483,357564.0,17878.0
3484,0.0,0.0
3485,0.0,0.0
3486,0.0,0.0
3487,1.0,0.0
3488,1.0,0.0
3489,1.0,0.0
3490,1.0,0.0
3491,1.0,0.0
3492,1.0,0.0
3493,1.0,0.0
3494,1.0,0.0
3495,1.0,0.0
3496,1.0,0.0
3497,1.0,0.0
3498,1.0,0.0
3499,1.0,0.0
3500,1.0,0.0
3501,1.0,0.0
3502,1.0,0.0
3503,1.0,0.0
3504,1.0,0.0
3505,1.0,0.0
3506,1.0,0.0
3507,1.0,0.0
3508,1.0,0.0
3509,1.0,0.0
3510,1.0,0.0
3511,1.0,0.0
3512,1.0,0.0
3513,1.0,0.0
3514,1.0,0.0
3515,1.0,0.0
3516,1.0,0.0
3517,1.0,0.0
3518,1.0,0.0
3519,1.0,0.0
3520,1.0,0.0
3521,1.0,0.0
3522,1.0,0.0
3523,1.0,0.0
3524,1.0,0.0
3525,1.0,0.0
3526,1.0,0.0
3527,1.0,0.0
3528,2.0,0.0
3529,2.0,0.0
3530,2.0,0.0
3531,2.0,0.0
3532,3.0,0.0
3533,4.0,0.0
3534,5.0,0.0
3535,6.0,0.0
3536,7.0,0.0
3537,9.0,0.0
3538,11.0,0.0
3539,13.0,0.0
3540,16.0,0.0
3541,19.0,0.0
3542,23.0,0.0
3543,28.0,0.0
3544,34.0,0.0
3545,41.0,0.0
3546,50.0,0.0
3547,60.0,0.0
3548,73.0,0.0
3549,88.0,0.0
3550,107.0,0.0
3551,130.0,0.0
3552,157.0,0.0
3553,190.0,0.0
3554,231.0,12.0
3555,279.0,14.0
3556,338.0,17.0
3557,410.0,20.0
3558,497.0,25.0
3559,602.0,30.0
3560,729.0,36.0
3561,883.0,44.0
3562,1070.0,53.0
3563,1296.0,65.0
3564,1570.0,79.0
3565,1903.0,95.0
3566,2305.0,115.0
3567,2792.0,140.0
3568,3383.0,169.0
3569,4098.0,205.0
3570,22.0,0.0
3571,23.0,0.0
3572,26.0,0.0
3573,27.0,0.0
3574,35.0,0.0
3575,41.0,0.0
3576,50.0,0.0
3577,59.0,0.0
3578,71.0,0.0
3579,84.0,0.0
3580,99.0,0.0
3581,118.0,0.0
3582,140.0,0.0
3583,166.0,0.0
3584,197.0,0.0
3585,233.0,12.0
3586,276.0,14.0
3587,327.0,16.0
3588,388.0,19.0
3589,460.0,23.0
3590,545.0,27.0
3591,645.0,32.0
3592,764.0,38.0
3593,906.0,45.0
3594,1073.0,54.0
3595,1271.0,64.0
3596,1505.0,75.0
3597,1783.0,89.0
3598,2112.0,106.0
3599,2502.0,125.0
3600,2963.0,148.0
3601,3510.0,175.0
3602,4157.0,208.0
3603,4924.0,246.0
3604,5832.0,292.0
3605,6908.0,345.0
3606,8181.0,409.0
3607,9690.0,485.0
3608,11477.0,574.0
3609,13594.0,680.0
3610,16100.0,805.0
3611,19069.0,953.0
3612,22586.0,1129.0
3613,1.0,0.0
3614,1.0,0.0
3615,1.0,0.0
3616,1.0,0.0
3617,1.0,0.0
3618,5.0,0.0
3619,6.0,0.0
3620,8.0,0.0
3621,10.0,0.0
3622,13.0,0.0
3623,16.0,0.0
3624,20.0,0.0
3625,26.0,0.0
3626,33.0,0.0
3627,42.0,0.0
3628,54.0,0.0
3629,68.0,0.0
3630,87.0,0.0
3631,110.0,0.0
3632,140.0,0.0
3633,178.0,0.0
3634,227.0,11.0
3635,288.0,14.0
3636,366.0,18.0
3637,466.0,23.0
3638,592.0,30.0
3639,753.0,38.0
3640,957.0,48.0
3641,1216.0,61.0
3642,1546.0,77.0
3643,1965.0,98.0
3644,2498.0,125.0
3645,3176.0,159.0
3646,4038.0,202.0
3647,5133.0,257.0
3648,6525.0,326.0
3649,8294.0,415.0
3650,10544.0,527.0
3651,13403.0,670.0
3652,17039.0,852.0
3653,21660.0,1083.0
3654,27534.0,1377.0
3655,35001.0,1750.0
3656,19.0,0.0
3657,32.0,0.0
3658,38.0,0.0
3659,49.0,0.0
3660,57.0,0.0
3661,65.0,0.0
3662,81.0,0.0
3663,97.0,0.0
3664,117.0,0.0
3665,141.0,0.0
3666,170.0,0.0
3667,205.0,10.0
3668,246.0,12.0
3669,296.0,15.0
3670,357.0,18.0
3671,429.0,21.0
3672,517.0,26.0
3673,622.0,31.0
3674,749.0,37.0
3675,901.0,45.0
3676,1084.0,54.0
3677,1305.0,65.0
3678,1571.0,79.0
3679,1891.0,95.0
3680,2276.0,114.0
3681,2740.0,137.0
3682,3298.0,165.0
3683,3969.0,198.0
3684,4778.0,239.0
3685,5751.0,288.0
3686,6922.0,346.0
3687,8332.0,417.0
3688,10028.0,501.0
3689,12071.0,604.0
3690,14529.0,726.0
3691,17488.0,874.0
3692,21049.0,1052.0
3693,25336.0,1267.0
3694,30496.0,1525.0
3695,36706.0,1835.0
3696,44181.0,2209.0
3697,53179.0,2659.0
3698,64009.0,3200.0
3699,696.0,7.0
3700,696.0,7.0
3701,696.0,7.0
3702,696.0,7.0
3703,696.0,7.0
3704,696.0,7.0
3705,712.0,7.0
3706,719.0,7.0
3707,728.0,7.0
3708,734.0,7.0
3709,739.0,8.0
3710,744.0,8.0
3711,748.0,8.0
3712,752.0,8.0
3713,755.0,8.0
3714,757.0,8.0
3715,760.0,8.0
3716,762.0,8.0
3717,764.0,9.0
3718,766.0,9.0
3719,768.0,9.0
3720,769.0,9.0
3721,771.0,9.0
3722,772.0,9.0
3723,773.0,9.0
3724,774.0,10.0
3725,776.0,10.0
3726,777.0,10.0
3727,778.0,10.0
3728,779.0,10.0
3729,780.0,10.0
3730,780.0,10.0
3731,781.0,11.0
3732,782.0,11.0
3733,783.0,11.0
3734,784.0,11.0
3735,784.0,11.0
3736,785.0,11.0
3737,786.0,11.0
3738,786.0,12.0
3739,787.0,12.0
3740,787.0,12.0
3741,788.0,12.0
3742,3.0,0.0
3743,4.0,0.0
3744,4.0,0.0
3745,4.0,0.0
3746,4.0,0.0
3747,5.0,0.0
3748,7.0,1.0
3749,8.0,0.0
3750,10.0,0.0
3751,11.0,0.0
3752,13.0,0.0
3753,15.0,0.0
3754,18.0,0.0
3755,20.0,0.0
3756,24.0,0.0
3757,28.0,0.0
3758,32.0,0.0
3759,37.0,0.0
3760,43.0,0.0
3761,50.0,0.0
3762,58.0,0.0
3763,67.0,0.0
3764,78.0,0.0
3765,91.0,0.0
3766,105.0,0.0
3767,122.0,0.0
3768,142.0,0.0
3769,165.0,0.0
3770,191.0,0.0
3771,221.0,0.0
3772,257.0,0.0
3773,298.0,0.0
3774,345.0,0.0
3775,400.0,0.0
3776,464.0,0.0
3777,539.0,0.0
3778,625.0,0.0
3779,724.0,0.0
3780,840.0,0.0
3781,974.0,0.0
3782,1130.0,0.0
3783,1310.0,0.0
3784,1519.0,0.0
3785,6.0,0.0
3786,14.0,0.0
3787,26.0,0.0
3788,26.0,0.0
3789,33.0,0.0
3790,46.0,0.0
3791,49.0,0.0
3792,59.0,0.0
3793,70.0,0.0
3794,84.0,0.0
3795,100.0,0.0
3796,120.0,0.0
3797,143.0,0.0
3798,171.0,0.0
3799,203.0,10.0
3800,243.0,12.0
3801,289.0,14.0
3802,345.0,17.0
3803,411.0,21.0
3804,490.0,24.0
3805,584.0,29.0
3806,695.0,35.0
3807,828.0,41.0
3808,987.0,49.0
3809,1176.0,59.0
3810,1400.0,70.0
3811,1668.0,83.0
3812,1987.0,99.0
3813,2367.0,118.0
3814,2819.0,141.0
3815,3357.0,168.0
3816,3999.0,200.0
3817,4762.0,238.0
3818,5672.0,284.0
3819,6755.0,338.0
3820,8045.0,402.0
3821,9582.0,479.0
3822,11412.0,571.0
3823,13591.0,680.0
3824,16186.0,809.0
3825,19277.0,964.0
3826,22958.0,1148.0
3827,27342.0,1367.0
3828,94.0,0.0
3829,141.0,0.0
3830,189.0,0.0
3831,253.0,13.0
3832,298.0,15.0
3833,396.0,20.0
3834,464.0,23.0
3835,605.0,30.0
3836,742.0,37.0
3837,944.0,47.0
3838,1175.0,59.0
3839,1482.0,74.0
3840,1854.0,93.0
3841,2330.0,117.0
3842,2919.0,146.0
3843,3664.0,183.0
3844,4594.0,230.0
3845,5762.0,288.0
3846,7225.0,361.0
3847,9061.0,453.0
3848,11361.0,568.0
3849,14247.0,712.0
3850,17864.0,893.0
3851,22400.0,1120.0
3852,28088.0,1404.0
3853,35219.0,1761.0
3854,44160.0,2208.0
3855,55371.0,2769.0
3856,69427.0,3471.0
3857,87052.0,4353.0
3858,109150.0,5458.0
3859,136859.0,6843.0
3860,171600.0,8580.0
3861,215161.0,10758.0
3862,269780.0,13489.0
3863,338263.0,16913.0
3864,424129.0,21206.0
3865,531793.0,26590.0
3866,666786.0,33339.0
3867,836046.0,41802.0
3868,1048272.0,52414.0
3869,1314371.0,65719.0
3870,1648016.0,82401.0
3871,615.0,0.0
3872,801.0,0.0
3873,827.0,1.0
3874,864.0,2.0
3875,914.0,3.0
3876,977.0,4.0
3877,1057.0,4.0
3878,1140.0,5.0
3879,1222.0,6.0
3880,1306.0,7.0
3881,1391.0,8.0
3882,1479.0,10.0
3883,1571.0,12.0
3884,1667.0,14.0
3885,1768.0,16.0
3886,1873.0,20.0
3887,1984.0,23.0
3888,2100.0,28.0
3889,2222.0,33.0
3890,2350.0,39.0
3891,2485.0,46.0
3892,2627.0,55.0
3893,2776.0,65.0
3894,2932.0,78.0
3895,3097.0,92.0
3896,3270.0,110.0
3897,3451.0,130.0
3898,3642.0,155.0
3899,3843.0,184.0
3900,4053.0,218.0
3901,4275.0,259.0
3902,4508.0,307.0
3903,4752.0,365.0
3904,5009.0,433.0
3905,5280.0,475.0
3906,5563.0,501.0
3907,5862.0,528.0
3908,6175.0,556.0
3909,6505.0,585.0
3910,6851.0,617.0
3911,7215.0,649.0
3912,7597.0,684.0
3913,7999.0,720.0
3914,2.0,0.0
3915,3.0,0.0
3916,9.0,0.0
3917,11.0,0.0
3918,18.0,0.0
3919,47.0,0.0
3920,58.0,0.0
3921,82.0,0.0
3922,115.0,0.0
3923,163.0,0.0
3924,229.0,11.0
3925,322.0,16.0
3926,454.0,23.0
3927,638.0,32.0
3928,898.0,45.0
3929,1263.0,63.0
3930,1777.0,89.0
3931,2499.0,125.0
3932,3515.0,176.0
3933,4944.0,247.0
3934,6954.0,348.0
3935,9780.0,489.0
3936,13755.0,688.0
3937,19345.0,967.0
3938,27206.0,1360.0
3939,38263.0,1913.0
3940,53813.0,2691.0
3941,69562.0,3478.0
3942,85512.0,4276.0
3943,101662.0,5083.0
3944,118013.0,5901.0
3945,134564.0,6728.0
3946,151315.0,7566.0
3947,168267.0,8413.0
3948,185418.0,9271.0
3949,202771.0,10139.0
3950,220323.0,11016.0
3951,238076.0,11904.0
3952,256029.0,12801.0
3953,274182.0,13709.0
3954,292535.0,14627.0
3955,311089.0,15554.0
3956,329842.0,16492.0
3957,0.0,0.0
3958,0.0,0.0
3959,0.0,0.0
3960,0.0,0.0
3961,0.0,0.0
3962,0.0,0.0
3963,1.0,0.0
3964,0.0,0.0
3965,0.0,0.0
3966,0.0,0.0
3967,0.0,0.0
3968,0.0,0.0
3969,0.0,0.0
3970,0.0,0.0
3971,0.0,0.0
3972,0.0,0.0
3973,0.0,0.0
3974,0.0,0.0
3975,0.0,0.0
3976,0.0,0.0
3977,0.0,0.0
3978,0.0,0.0
3979,0.0,0.0
3980,0.0,0.0
3981,0.0,0.0
3982,0.0,0.0
3983,0.0,0.0
3984,0.0,0.0
3985,0.0,0.0
3986,0.0,0.0
3987,0.0,0.0
3988,0.0,0.0
3989,0.0,0.0
3990,0.0,0.0
3991,0.0,0.0
3992,0.0,0.0
3993,0.0,0.0
3994,0.0,0.0
3995,0.0,0.0
3996,0.0,0.0
3997,0.0,0.0
3998,0.0,0.0
3999,0.0,0.0
4000,5.0,0.0
4001,5.0,0.0
4002,11.0,0.0
4003,11.0,0.0
4004,11.0,0.0
4005,21.0,1.0
4006,21.0,1.0
4007,24.0,1.0
4008,28.0,1.0
4009,31.0,1.0
4010,36.0,1.0
4011,41.0,1.0
4012,47.0,1.0
4013,53.0,1.0
4014,61.0,1.0
4015,70.0,1.0
4016,79.0,1.0
4017,90.0,1.0
4018,103.0,1.0
4019,117.0,1.0
4020,134.0,1.0
4021,152.0,1.0
4022,173.0,1.0
4023,198.0,1.0
4024,225.0,1.0
4025,256.0,1.0
4026,292.0,1.0
4027,332.0,1.0
4028,378.0,1.0
4029,430.0,1.0
4030,490.0,1.0
4031,557.0,1.0
4032,634.0,1.0
4033,722.0,1.0
4034,822.0,1.0
4035,936.0,1.0
4036,1065.0,1.0
4037,1212.0,1.0
4038,1379.0,1.0
4039,1570.0,1.0
4040,1787.0,1.0
4041,2033.0,1.0
4042,2314.0,1.0
4043,17.0,0.0
4044,17.0,0.0
4045,28.0,2.0
4046,28.0,2.0
4047,37.0,2.0
4048,58.0,2.0
4049,111.0,2.0
4050,172.0,2.0
4051,266.0,2.0
4052,414.0,2.0
4053,643.0,2.0
4054,1001.0,2.0
4055,1558.0,2.0
4056,2426.0,2.0
4057,3778.0,2.0
4058,5883.0,2.0
4059,9162.0,2.0
4060,14271.0,2.0
4061,22227.0,2.0
4062,34621.0,2.0
4063,53926.0,2.0
4064,83997.0,2.0
4065,130837.0,2.0
4066,203797.0,2.0
4067,317443.0,2.0
4068,494464.0,2.0
4069,770200.0,2.0
4070,1049467.0,2.0
4071,1332298.0,2.0
4072,1618681.0,2.0
4073,1908618.0,2.0
4074,2202107.0,2.0
4075,2499148.0,2.0
4076,2799741.0,2.0
4077,3103885.0,2.0
4078,3411580.0,2.0
4079,3722826.0,2.0
4080,4037622.0,2.0
4081,4355968.0,2.0
4082,4677864.0,2.0
4083,5003309.0,2.0
4084,5332303.0,2.0
4085,5664846.0,2.0
4086,67.0,1.0
4087,80.0,2.0
4088,109.0,2.0
4089,110.0,2.0
4090,150.0,2.0
4091,196.0,4.0
4092,196.0,6.0
4093,241.0,8.0
4094,293.0,11.0
4095,338.0,15.0
4096,399.0,20.0
4097,474.0,27.0
4098,558.0,37.0
4099,657.0,49.0
4100,776.0,67.0
4101,914.0,82.0
4102,1078.0,97.0
4103,1270.0,114.0
4104,1497.0,135.0
4105,1765.0,159.0
4106,2080.0,187.0
4107,2451.0,221.0
4108,2889.0,260.0
4109,3404.0,306.0
4110,4012.0,361.0
4111,4727.0,425.0
4112,5571.0,501.0
4113,6564.0,591.0
4114,7735.0,696.0
4115,9114.0,820.0
4116,10739.0,966.0
4117,12654.0,1139.0
4118,14910.0,1342.0
4119,17568.0,1581.0
4120,20700.0,1863.0
4121,24390.0,2195.0
4122,28738.0,2586.0
4123,33860.0,3047.0
4124,39896.0,3591.0
4125,47008.0,4231.0
4126,55388.0,4985.0
4127,65261.0,5873.0
4128,76894.0,6920.0
4129,0.0,0.0
4130,0.0,0.0
4131,0.0,0.0
4132,1.0,0.0
4133,1.0,0.0
4134,1.0,0.0
4135,4.0,0.0
4136,8.0,0.0
4137,16.0,0.0
4138,31.0,0.0
4139,62.0,0.0
4140,123.0,0.0
4141,243.0,12.0
4142,481.0,24.0
4143,954.0,48.0
4144,1890.0,94.0
4145,3743.0,187.0
4146,7416.0,371.0
4147,14693.0,735.0
4148,29108.0,1455.0
4149,57667.0,2883.0
4150,114247.0,5712.0
4151,226338.0,11317.0
4152,448406.0,22420.0
4153,888351.0,44418.0
4154,916282.0,45814.0
4155,916282.0,45814.0
4156,916282.0,45814.0
4157,916282.0,45814.0
4158,916282.0,45814.0
4159,916282.0,45814.0
4160,916282.0,45814.0
4161,916282.0,45814.0
4162,916282.0,45814.0
4163,916282.0,45814.0
4164,916282.0,45814.0
4165,916282.0,45814.0
4166,916282.0,45814.0
4167,916282.0,45814.0
4168,916282.0,45814.0
4169,916282.0,45814.0
4170,916282.0,45814.0
4171,916282.0,45814.0
4172,16.0,0.0
4173,79.0,0.0
4174,115.0,0.0
4175,171.0,0.0
4176,205.0,10.0
4177,225.0,11.0
4178,258.0,13.0
4179,280.0,14.0
4180,303.0,15.0
4181,322.0,16.0
4182,338.0,17.0
4183,351.0,18.0
4184,362.0,18.0
4185,370.0,19.0
4186,376.0,19.0
4187,380.0,19.0
4188,381.0,19.0
4189,381.0,19.0
4190,379.0,19.0
4191,375.0,19.0
4192,370.0,19.0
4193,364.0,18.0
4194,356.0,18.0
4195,347.0,17.0
4196,338.0,17.0
4197,328.0,16.0
4198,317.0,16.0
4199,306.0,15.0
4200,294.0,15.0
4201,282.0,14.0
4202,270.0,14.0
4203,258.0,13.0
4204,246.0,12.0
4205,234.0,12.0
4206,223.0,11.0
4207,211.0,11.0
4208,200.0,10.0
4209,190.0,0.0
4210,179.0,0.0
4211,170.0,0.0
4212,160.0,0.0
4213,152.0,0.0
4214,143.0,0.0
4215,0.0,0.0
4216,0.0,0.0
4217,1.0,0.0
4218,1.0,0.0
4219,1.0,0.0
4220,1.0,0.0
4221,1.0,0.0
4222,1.0,0.0
4223,1.0,0.0
4224,1.0,0.0
4225,1.0,0.0
4226,1.0,0.0
4227,1.0,0.0
4228,1.0,0.0
4229,1.0,0.0
4230,1.0,0.0
4231,1.0,0.0
4232,1.0,0.0
4233,1.0,0.0
4234,1.0,0.0
4235,1.0,0.0
4236,1.0,0.0
4237,1.0,0.0
4238,1.0,0.0
4239,1.0,0.0
4240,1.0,0.0
4241,1.0,0.0
4242,1.0,0.0
4243,1.0,0.0
4244,1.0,0.0
4245,1.0,0.0
4246,1.0,0.0
4247,1.0,0.0
4248,1.0,0.0
4249,1.0,0.0
4250,1.0,0.0
4251,1.0,0.0
4252,1.0,0.0
4253,1.0,0.0
4254,1.0,0.0
4255,1.0,0.0
4256,1.0,0.0
4257,1.0,0.0
4258,0.0,0.0
4259,1.0,0.0
4260,1.0,0.0
4261,1.0,0.0
4262,5.0,0.0
4263,5.0,0.0
4264,6.0,0.0
4265,7.0,0.0
4266,8.0,0.0
4267,9.0,0.0
4268,11.0,0.0
4269,13.0,0.0
4270,15.0,0.0
4271,17.0,0.0
4272,20.0,0.0
4273,23.0,0.0
4274,26.0,0.0
4275,30.0,0.0
4276,35.0,0.0
4277,40.0,0.0
4278,47.0,0.0
4279,54.0,0.0
4280,62.0,0.0
4281,71.0,0.0
4282,82.0,0.0
4283,95.0,0.0
4284,110.0,0.0
4285,126.0,0.0
4286,146.0,0.0
4287,168.0,0.0
4288,193.0,0.0
4289,223.0,11.0
4290,257.0,13.0
4291,296.0,15.0
4292,341.0,17.0
4293,393.0,20.0
4294,453.0,23.0
4295,522.0,26.0
4296,602.0,30.0
4297,694.0,35.0
4298,799.0,40.0
4299,921.0,46.0
4300,1061.0,53.0
4301,59.0,0.0
4302,155.0,0.0
4303,225.0,11.0
4304,244.0,12.0
4305,277.0,14.0
4306,321.0,16.0
4307,336.0,17.0
4308,370.0,18.0
4309,417.0,21.0
4310,470.0,23.0
4311,528.0,26.0
4312,594.0,30.0
4313,667.0,33.0
4314,748.0,37.0
4315,840.0,42.0
4316,942.0,47.0
4317,1056.0,53.0
4318,1184.0,59.0
4319,1327.0,66.0
4320,1487.0,74.0
4321,1666.0,83.0
4322,1867.0,93.0
4323,2090.0,105.0
4324,2341.0,117.0
4325,2621.0,131.0
4326,2934.0,147.0
4327,3285.0,164.0
4328,3677.0,184.0
4329,4116.0,206.0
4330,4606.0,230.0
4331,5155.0,258.0
4332,5768.0,288.0
4333,6455.0,323.0
4334,7222.0,361.0
4335,8081.0,404.0
4336,9042.0,452.0
4337,10116.0,506.0
4338,11318.0,566.0
4339,12662.0,633.0
4340,14165.0,708.0
4341,15847.0,792.0
4342,17728.0,886.0
4343,19831.0,992.0
4344,2281.0,48.0
4345,3661.0,79.0
4346,4469.0,91.0
4347,4499.0,91.0
4348,6633.0,148.0
4349,7652.0,148.0
4350,9043.0,148.0
4351,12056.0,165.0
4352,14199.0,183.0
4353,17300.0,203.0
4354,22115.0,225.0
4355,26493.0,249.0
4356,32615.0,276.0
